Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday
5,3,2014-11-12,5903,711,1,1,0,0
5,3,2015-04-15,6071,681,1,1,0,0
5,2,2014-01-28,3508,464,1,0,0,0
5,6,2013-12-07,2228,276,1,0,0,0
5,1,2014-08-04,5391,614,1,1,0,1
5,6,2014-11-29,2435,270,1,0,0,0
5,4,2014-12-25,0,0,0,0,c,1
5,1,2013-05-06,3895,558,1,0,0,0
5,1,2014-09-15,7797,735,1,1,0,0
5,1,2015-05-25,0,0,0,0,a,0
5,5,2013-02-08,4764,555,1,1,0,1
5,3,2013-01-09,5974,697,1,1,0,0
5,5,2014-01-10,5008,582,1,1,0,0
5,6,2013-01-05,1590,202,1,0,0,0
5,5,2013-05-03,5531,631,1,1,0,0
5,6,2015-03-14,2042,204,1,0,0,0
5,6,2014-09-06,2187,234,1,0,0,0
5,3,2015-05-06,5795,660,1,1,0,0
5,6,2013-06-08,2163,260,1,0,0,0
5,7,2013-10-20,0,0,0,0,0,0
5,1,2015-06-22,3827,497,1,0,0,0
5,2,2014-03-18,5682,629,1,1,0,0
5,6,2014-07-19,1897,237,1,0,0,0
5,5,2014-06-06,5884,641,1,1,0,0
5,2,2013-01-15,3916,520,1,0,0,0
5,2,2013-08-27,6045,646,1,1,0,0
5,7,2015-04-26,0,0,0,0,0,0
5,6,2014-01-25,1662,188,1,0,0,0
5,2,2015-03-17,5555,601,1,1,0,0
5,6,2015-02-07,2064,229,1,0,0,0
5,6,2013-03-02,1939,242,1,0,0,0
5,6,2013-08-24,1832,224,1,0,0,0
5,2,2014-07-15,6197,668,1,1,0,0
5,4,2013-06-27,4646,571,1,0,0,0
5,4,2013-06-13,4066,519,1,0,0,0
6,7,2014-08-31,0,0,0,0,0,0
6,2,2013-12-24,3449,414,1,0,0,1
6,1,2013-04-01,0,0,0,0,b,1
6,5,2014-07-25,4128,521,1,0,0,1
6,3,2015-07-01,5804,593,1,1,0,0
6,1,2014-02-24,4557,593,1,0,0,1
6,1,2013-07-29,7860,856,1,1,0,1
6,2,2013-04-30,9810,1023,1,1,0,0
6,3,2015-07-08,4072,513,1,0,0,0
6,1,2013-03-04,8596,996,1,1,0,0
6,7,2014-12-28,0,0,0,0,0,0
6,2,2014-06-03,6792,710,1,1,0,0
6,6,2013-10-19,3411,393,1,0,0,0
6,5,2015-05-29,5435,612,1,0,0,0
6,1,2015-02-23,3783,504,1,0,0,0
6,3,2014-11-12,5621,619,1,1,0,0
6,3,2015-04-15,5364,592,1,1,0,0
6,2,2014-01-28,4094,539,1,0,0,0
6,6,2013-12-07,4437,467,1,0,0,0
6,1,2014-08-04,6550,702,1,1,0,1
6,6,2014-11-29,5105,494,1,0,0,0
6,4,2014-12-25,0,0,0,0,c,1
6,1,2013-05-06,5918,774,1,0,0,0
6,1,2014-09-15,6826,738,1,1,0,0
6,1,2015-05-25,0,0,0,0,a,0
6,5,2013-02-08,6623,716,1,1,0,1
6,3,2013-01-09,6749,834,1,1,0,0
6,5,2014-01-10,6125,668,1,1,0,0
6,6,2013-01-05,3872,467,1,0,0,0
6,5,2013-05-03,8164,918,1,1,0,0
6,6,2015-03-14,3164,338,1,0,0,0
6,6,2014-09-06,2962,330,1,0,0,0
6,3,2015-05-06,5683,590,1,1,0,0
6,6,2013-06-08,4357,475,1,0,0,0
6,7,2013-10-20,0,0,0,0,0,0
6,1,2015-06-22,3641,483,1,0,0,0
6,2,2014-03-18,6933,739,1,1,0,0
6,6,2014-07-19,3327,356,1,0,0,0
6,5,2014-06-06,6658,716,1,1,0,0
6,2,2013-01-15,5861,759,1,0,0,0
6,2,2013-08-27,7031,824,1,1,0,0
6,7,2015-04-26,0,0,0,0,0,0
6,6,2014-01-25,2721,312,1,0,0,0
6,2,2015-03-17,5711,637,1,1,0,0
6,6,2015-02-07,3320,373,1,0,0,0
6,6,2013-03-02,4257,462,1,0,0,0
6,6,2013-08-24,3638,410,1,0,0,0
6,2,2014-07-15,6831,720,1,1,0,0
6,4,2013-06-27,5988,715,1,0,0,0
6,4,2013-06-13,5472,731,1,0,0,0
7,7,2014-08-31,0,0,0,0,0,0
7,2,2013-12-24,5003,564,1,0,0,1
7,1,2013-04-01,0,0,0,0,b,1
7,5,2014-07-25,9406,1154,1,0,0,1
7,3,2015-07-01,11024,1020,1,1,0,0
7,1,2014-02-24,7311,877,1,0,0,0
7,1,2013-07-29,17567,1622,1,1,0,1
7,2,2013-04-30,12517,1333,1,1,0,0
7,3,2015-07-08,9204,963,1,0,0,0
7,1,2013-03-04,11946,1169,1,1,0,0
7,7,2014-12-28,0,0,0,0,0,0
7,2,2014-06-03,11509,1222,1,1,0,0
7,6,2013-10-19,4686,524,1,0,0,0
7,5,2015-05-29,10618,1157,1,0,0,0
7,1,2015-02-23,7055,802,1,0,0,0
7,3,2014-11-12,8169,857,1,1,0,0
7,3,2015-04-15,9020,807,1,1,0,1
7,2,2014-01-28,6728,839,1,0,0,0
7,6,2013-12-07,6733,674,1,0,0,0
7,1,2014-08-04,15399,1492,1,1,0,1
7,6,2014-11-29,8884,791,1,0,0,0
7,4,2014-12-25,0,0,0,0,c,1
7,1,2013-05-06,8820,1051,1,0,0,0
7,1,2014-09-15,11534,1121,1,1,0,0
7,1,2015-05-25,0,0,0,0,a,0
7,5,2013-02-08,8091,879,1,1,0,0
7,3,2013-01-09,7049,780,1,1,0,0
7,5,2014-01-10,8530,897,1,1,0,0
7,6,2013-01-05,5218,575,1,0,0,0
7,5,2013-05-03,10699,1201,1,1,0,0
7,6,2015-03-14,5549,583,1,0,0,0
7,6,2014-09-06,6500,743,1,0,0,0
7,3,2015-05-06,10194,1002,1,1,0,0
7,6,2013-06-08,6334,717,1,0,0,0
7,7,2013-10-20,0,0,0,0,0,0
7,1,2015-06-22,7917,922,1,0,0,0
7,2,2014-03-18,9392,1025,1,1,0,0
7,6,2014-07-19,5975,681,1,0,0,0
7,5,2014-06-06,11061,1136,1,1,0,0
7,2,2013-01-15,6780,882,1,0,0,0
7,2,2013-08-27,10861,1136,1,1,0,0
7,7,2015-04-26,0,0,0,0,0,0
7,6,2014-01-25,4817,512,1,0,0,0
7,2,2015-03-17,10180,1008,1,1,0,0
7,6,2015-02-07,6172,597,1,0,0,0
7,6,2013-03-02,5240,595,1,0,0,0
7,6,2013-08-24,5628,692,1,0,0,0
7,2,2014-07-15,11693,1280,1,1,0,1
7,4,2013-06-27,7481,882,1,0,0,1
7,4,2013-06-13,7498,867,1,0,0,0
8,7,2014-08-31,0,0,0,0,0,0
8,2,2013-12-24,3311,362,1,0,0,1
8,1,2013-04-01,0,0,0,0,b,1
8,5,2014-07-25,3959,493,1,0,0,1
8,3,2015-07-01,8523,895,1,1,0,0
8,1,2014-02-24,4448,619,1,0,0,0
8,1,2013-07-29,8276,830,1,1,0,1
8,2,2013-04-30,8872,898,1,1,0,0
8,3,2015-07-08,5322,639,1,0,0,0
8,1,2013-03-04,8279,917,1,1,0,0
8,7,2014-12-28,0,0,0,0,0,0
8,2,2014-06-03,7251,764,1,1,0,0
8,6,2013-10-19,2742,330,1,0,0,0
8,5,2015-05-29,6451,732,1,0,0,0
8,1,2015-02-23,4977,694,1,0,0,0
8,3,2014-11-12,7146,773,1,1,0,0
8,3,2015-04-15,6489,738,1,1,0,1
8,2,2014-01-28,4137,592,1,0,0,0
8,6,2013-12-07,3881,515,1,0,0,0
8,1,2014-08-04,8066,820,1,1,0,1
8,6,2014-11-29,5052,542,1,0,0,0
8,4,2014-12-25,0,0,0,0,c,1
8,1,2013-05-06,5090,652,1,0,0,0
8,1,2014-09-15,8513,895,1,1,0,0
8,1,2015-05-25,0,0,0,0,a,0
8,5,2013-02-08,6035,606,1,1,0,0
8,3,2013-01-09,5038,611,1,1,0,0
8,5,2014-01-10,5481,636,1,1,0,0
8,6,2013-01-05,2337,312,1,0,0,0
8,5,2013-05-03,5790,636,1,1,0,0
8,6,2015-03-14,3414,405,1,0,0,0
8,6,2014-09-06,2823,355,1,0,0,0
8,3,2015-05-06,7510,800,1,1,0,0
8,6,2013-06-08,2791,337,1,0,0,0
8,7,2013-10-20,0,0,0,0,0,0
8,1,2015-06-22,4796,630,1,0,0,0
8,2,2014-03-18,6688,750,1,1,0,0
8,6,2014-07-19,2445,330,1,0,0,0
8,5,2014-06-06,5789,687,1,1,0,0
8,2,2013-01-15,4358,620,1,0,0,0
8,2,2013-08-27,6986,796,1,1,0,0
8,7,2015-04-26,0,0,0,0,0,0
8,6,2014-01-25,2424,317,1,0,0,0
8,2,2015-03-17,7635,848,1,1,0,0
8,6,2015-02-07,3603,450,1,0,0,0
8,6,2013-03-02,2574,317,1,0,0,0
8,6,2013-08-24,1890,286,1,0,0,0
8,2,2014-07-15,7085,731,1,1,0,1
8,4,2013-06-27,4961,635,1,0,0,1
8,4,2013-06-13,4608,668,1,0,0,0
9,7,2014-08-31,0,0,0,0,0,0
9,2,2013-12-24,3932,412,1,0,0,1
9,1,2013-04-01,0,0,0,0,b,1
9,5,2014-07-25,5176,518,1,0,0,1
9,3,2015-07-01,8490,675,1,1,0,1
9,1,2014-02-24,5880,568,1,0,0,0
9,1,2013-07-29,8148,637,1,1,0,1
9,2,2013-04-30,7441,661,1,1,0,0
9,3,2015-07-08,5621,508,1,0,0,1
9,1,2013-03-04,7785,666,1,1,0,0
9,7,2014-12-28,0,0,0,0,0,0
9,2,2014-06-03,8225,678,1,1,0,0
9,6,2013-10-19,4992,491,1,0,0,0
9,5,2015-05-29,7193,627,1,0,0,0
9,1,2015-02-23,6713,623,1,0,0,0
9,3,2014-11-12,6758,587,1,1,0,0
9,3,2015-04-15,7444,672,1,1,0,0
9,2,2014-01-28,4651,487,1,0,0,0
9,6,2013-12-07,7046,596,1,0,0,0
9,1,2014-08-04,10061,777,1,1,0,1
9,6,2014-11-29,9096,716,1,0,0,0
9,4,2014-12-25,0,0,0,0,c,1
9,1,2013-05-06,5292,525,1,0,0,0
9,1,2014-09-15,9517,800,1,1,0,0
9,1,2015-05-25,0,0,0,0,a,0
9,5,2013-02-08,5876,530,1,1,0,0
9,3,2013-01-09,4699,431,1,1,0,0
9,5,2014-01-10,6710,601,1,1,0,0
9,6,2013-01-05,4254,450,1,0,0,0
9,5,2013-05-03,7080,614,1,1,0,0
9,6,2015-03-14,6976,583,1,0,0,0
9,6,2014-09-06,5762,549,1,0,0,0
9,3,2015-05-06,7978,654,1,1,0,0
9,6,2013-06-08,5366,515,1,0,0,0
9,7,2013-10-20,0,0,0,0,0,0
9,1,2015-06-22,6121,580,1,0,0,0
9,2,2014-03-18,7380,630,1,1,0,0
9,6,2014-07-19,5494,520,1,0,0,0
9,5,2014-06-06,7976,679,1,1,0,0
9,2,2013-01-15,2724,297,1,0,0,0
9,2,2013-08-27,6421,565,1,1,0,1
9,7,2015-04-26,0,0,0,0,0,0
9,6,2014-01-25,6031,554,1,0,0,0
9,2,2015-03-17,8692,704,1,1,0,0
9,6,2015-02-07,7299,627,1,0,0,0
9,6,2013-03-02,5505,468,1,0,0,0
9,6,2013-08-24,4092,403,1,0,0,0
9,2,2014-07-15,8652,697,1,1,0,1
9,4,2013-06-27,4983,451,1,0,0,0
9,4,2013-06-13,4880,446,1,0,0,0
10,7,2014-08-31,0,0,0,0,0,1
10,2,2013-12-24,3915,456,1,0,0,1
10,1,2013-04-01,0,0,0,0,b,1
10,5,2014-07-25,5027,572,1,0,0,0
10,3,2015-07-01,7896,684,1,1,0,0
10,1,2014-02-24,5319,629,1,0,0,0
10,1,2013-07-29,7368,728,1,1,0,1
10,2,2013-04-30,7468,769,1,1,0,0
10,3,2015-07-08,4865,518,1,0,0,0
10,1,2013-03-04,7280,737,1,1,0,0
10,7,2014-12-28,0,0,0,0,0,1
10,2,2014-06-03,6491,629,1,1,0,0
10,6,2013-10-19,4313,504,1,0,0,0
10,5,2015-05-29,6073,633,1,0,0,0
10,1,2015-02-23,5348,582,1,0,0,0
10,3,2014-11-12,6226,639,1,1,0,0
10,3,2015-04-15,5948,591,1,1,0,0
10,2,2014-01-28,4415,551,1,0,0,0
10,6,2013-12-07,4966,566,1,0,0,0
10,1,2014-08-04,7049,685,1,1,0,1
10,6,2014-11-29,6517,673,1,0,0,0
10,4,2014-12-25,0,0,0,0,c,1
10,1,2013-05-06,5579,656,1,0,0,0
10,1,2014-09-15,7583,766,1,1,0,0
10,1,2015-05-25,0,0,0,0,a,0
10,5,2013-02-08,5655,623,1,1,0,0
10,3,2013-01-09,5696,574,1,1,0,0
10,5,2014-01-10,5939,644,1,1,0,0
10,6,2013-01-05,4256,489,1,0,0,0
10,5,2013-05-03,6119,681,1,1,0,0
10,6,2015-03-14,5187,539,1,0,0,0
10,6,2014-09-06,4228,458,1,0,0,1
10,3,2015-05-06,6627,629,1,1,0,0
10,6,2013-06-08,4943,532,1,0,0,0
10,7,2013-10-20,0,0,0,0,0,0
10,1,2015-06-22,4264,533,1,0,0,0
10,2,2014-03-18,5791,630,1,1,0,0
10,6,2014-07-19,4682,496,1,0,0,0
10,5,2014-06-06,6907,714,1,1,0,0
10,2,2013-01-15,4470,533,1,0,0,0
10,2,2013-08-27,6350,694,1,1,0,0
10,7,2015-04-26,0,0,0,0,0,0
10,6,2014-01-25,4702,463,1,0,0,0
10,2,2015-03-17,6951,734,1,1,0,0
10,6,2015-02-07,4770,518,1,0,0,0
10,6,2013-03-02,4620,546,1,0,0,0
10,6,2013-08-24,5032,524,1,0,0,0
10,2,2014-07-15,6704,670,1,1,0,0
10,4,2013-06-27,4791,547,1,0,0,1
10,4,2013-06-13,4652,522,1,0,0,0
11,7,2014-08-31,0,0,0,0,0,0
11,2,2013-12-24,6445,896,1,0,0,1
11,1,2013-04-01,0,0,0,0,b,1
11,5,2014-07-25,5942,960,1,0,0,1
11,3,2015-07-01,9599,1311,1,1,0,0
11,1,2014-02-24,6282,1107,1,0,0,0
11,1,2013-07-29,11141,1370,1,1,0,1
11,2,2013-04-30,11606,1597,1,1,0,0
11,3,2015-07-08,6907,1081,1,0,0,0
11,1,2013-03-04,10942,1418,1,1,0,0
11,7,2014-12-28,0,0,0,0,0,0
11,2,2014-06-03,9521,1291,1,1,0,0
11,6,2013-10-19,5388,756,1,0,0,0
11,5,2015-05-29,8561,1154,1,0,0,0
11,1,2015-02-23,6199,949,1,0,0,0
11,3,2014-11-12,9164,1267,1,1,0,0
11,3,2015-04-15,8632,1135,1,1,0,1
11,2,2014-01-28,6332,1017,1,0,0,0
11,6,2013-12-07,10893,1418,1,0,0,0
11,1,2014-08-04,11063,1351,1,1,0,1
11,6,2014-11-29,14461,1802,1,0,0,0
11,4,2014-12-25,0,0,0,0,c,1
11,1,2013-05-06,7535,1150,1,0,0,0
11,1,2014-09-15,9531,1295,1,1,0,0
11,1,2015-05-25,0,0,0,0,a,0
11,5,2013-02-08,8199,1138,1,1,0,0
11,3,2013-01-09,8458,1154,1,1,0,0
11,5,2014-01-10,7081,1076,1,1,0,0
11,6,2013-01-05,5734,850,1,0,0,0
11,5,2013-05-03,9163,1343,1,1,0,0
11,6,2015-03-14,6096,831,1,0,0,0
11,6,2014-09-06,6050,898,1,0,0,0
11,3,2015-05-06,8898,1284,1,1,0,0
11,6,2013-06-08,6255,914,1,0,0,0
11,7,2013-10-20,0,0,0,0,0,0
11,1,2015-06-22,6155,962,1,0,0,0
11,2,2014-03-18,7872,1099,1,1,0,0
11,6,2014-07-19,4712,789,1,0,0,0
11,5,2014-06-06,8649,1203,1,1,0,0
11,2,2013-01-15,6461,1025,1,0,0,0
11,2,2013-08-27,8105,1257,1,1,0,0
11,7,2015-04-26,0,0,0,0,0,0
11,6,2014-01-25,5709,806,1,0,0,0
11,2,2015-03-17,8490,1177,1,1,0,0
11,6,2015-02-07,5931,842,1,0,0,0
11,6,2013-03-02,6332,907,1,0,0,0
11,6,2013-08-24,4954,959,1,0,0,0
11,2,2014-07-15,9379,1201,1,1,0,1
11,4,2013-06-27,6156,822,1,0,0,1
11,4,2013-06-13,6122,994,1,0,0,0
12,7,2014-08-31,0,0,0,0,0,0
12,2,2013-12-24,4267,634,1,0,0,1
12,1,2013-04-01,0,0,0,0,b,1
12,5,2014-07-25,6020,753,1,0,0,1
12,3,2015-07-01,7765,925,1,1,0,0
12,1,2014-02-24,5354,817,1,0,0,0
12,1,2013-07-29,13242,1303,1,1,0,1
12,2,2013-04-30,10579,1161,1,1,0,0
12,3,2015-07-08,6350,830,1,0,0,0
12,1,2013-03-04,12369,1301,1,1,0,0
12,7,2014-12-28,0,0,0,0,0,0
12,2,2014-06-03,9576,1027,1,1,0,0
12,6,2013-10-19,6186,814,1,0,0,0
12,5,2015-05-29,7665,912,1,0,0,0
12,1,2015-02-23,5892,795,1,0,0,0
12,3,2014-11-12,8323,903,1,1,0,0
12,3,2015-04-15,8764,952,1,1,0,1
12,2,2014-01-28,5847,785,1,0,0,0
12,6,2013-12-07,7509,984,1,0,0,0
12,1,2014-08-04,11281,1188,1,1,0,1
12,6,2014-11-29,9862,1099,1,0,0,0
12,4,2014-12-25,0,0,0,0,c,1
12,1,2013-05-06,5888,829,1,0,0,0
12,1,2014-09-15,11150,1151,1,1,0,0
12,1,2015-05-25,0,0,0,0,a,0
12,5,2013-02-08,7595,839,1,1,0,0
12,3,2013-01-09,8311,885,1,1,0,0
12,5,2014-01-10,8412,909,1,1,0,0
12,6,2013-01-05,6392,818,1,0,0,0
